STORE NUMBER,Store Name,UPC,SKU,Name,Manufacturer,Segment,Yes/No
453,FOOD MAXX,1820020333,,BUD LIGHT SELTZER HARD SODA VARIETY PACK 12/12C,ANHEUSER-BUSCH INBEV,SELTZER,Yes
453,FOOD MAXX,1820028686,,BUD LIGHT SELTZER VARIETY PACK 24/12C,ANHEUSER-BUSCH INBEV,PREMIUM,Yes
453,FOOD MAXX,1820025000,,BUDWEISER 1/25C,ANHEUSER-BUSCH INBEV,PREMIUM,Yes
453,FOOD MAXX,1820000771,,BUDWEISER 12/12B,ANHEUSER-BUSCH INBEV,PREMIUM,Yes
453,FOOD MAXX,1820011047,,BUDWEISER 12/12C,ANHEUSER-BUSCH INBEV,PREMIUM,Yes
453,FOOD MAXX,1820097008,,BUDWEISER 12/16B,ANHEUSER-BUSCH INBEV,PREMIUM,Yes
453,FOOD MAXX,1820011308,,BUDWEISER 18/12B,ANHEUSER-BUSCH INBEV,PREMIUM,Yes
453,FOOD MAXX,1820011218,,BUDWEISER 18/12C,ANHEUSER-BUSCH INBEV,PREMIUM,Yes
453,FOOD MAXX,1820021985,,BUDWEISER 3/25C,ANHEUSER-BUSCH INBEV,PREMIUM,Yes
453,FOOD MAXX,1820011030,,BUDWEISER 30/12C,ANHEUSER-BUSCH INBEV,PREMIUM,Yes
453,FOOD MAXX,1820011716,,BUDWEISER 36/12C,ANHEUSER-BUSCH INBEV,PREMIUM,*
453,FOOD MAXX,1820000834,,BUDWEISER 6/12B,ANHEUSER-BUSCH INBEV,PREMIUM,Yes
453,FOOD MAXX,1820025509,,BUDWEISER CHELADA 1/25C,ANHEUSER-BUSCH INBEV,CHELADA,Yes
453,FOOD MAXX,1820025510,,BUDWEISER CHELADA PICANTE 1/25C,ANHEUSER-BUSCH INBEV,CHELADA,Yes
453,FOOD MAXX,1820020038,,BUDWEISER ZERO 12/12C,ANHEUSER-BUSCH INBEV,NON-ALC,Yes
453,FOOD MAXX,1820025003,,BUSCH 1/25C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
453,FOOD MAXX,1820086031,,BUSCH LIGHT 30/12C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
453,FOOD MAXX,60275501169,,CALI SQUEEZE HEFEWEIZEN VARIETY PACK 12/12C,DUVEL MOORTGAT USA,CRAFT,Yes
453,FOOD MAXX,85115400495,,CALICRAFT COOL KIDZ JUICY IPA 6/12C,CALICRAFT BREWING CO,CRAFT,*
453,FOOD MAXX,86000276780,,CALIFORNIA SELTZER HIBISCUS LIME CAN  6/12C,CALIFORNIA SELTZER COMPANY,SELTZER,*
453,FOOD MAXX,81009579011,,CASA AZUL TEQUILA SODA LIME MARGARITA 4/12C,GREENGOS CARIBBEAN CANTINA CO,RTD,Yes
453,FOOD MAXX,81009579025,,CASA AZUL TEQUILA SODA VARIETY 8 PK 8/12C,GREENGOS CARIBBEAN CANTINA CO,RTD,Yes
453,FOOD MAXX,81582901006,,CAYMAN JACK MARGARITA 6/11B,MARK ANTHONY BRANDS INC,FMB,Yes
453,FOOD MAXX,81582901153,,CAYMAN JACK MARGARITA VARIETY PACK 12/12C,MARK ANTHONY BRANDS INC,FMB,Yes
453,FOOD MAXX,81582901172,,CAYMAN JACK MARGARITA ZERO SUGAR 1/24C,MARK ANTHONY BRANDS INC,FMB,Yes
453,FOOD MAXX,81582901175,,CAYMAN JACK MARGARITA ZERO SUGAR 6/11.2B,MARK ANTHONY BRANDS INC,FMB,Yes
453,FOOD MAXX,81582901182,,CAYMAN JACK STRAWBERRY MARGARITA 1/24C,MARK ANTHONY BRANDS INC,FMB,Yes
453,FOOD MAXX,4257205101,,CLAUSTHALER AMBER NA 6/12B,BINDING BRAUEREI USA,NON-ALC,*
453,FOOD MAXX,4257205715,,CLAUSTHALER NA 6/12B,BINDING BRAUEREI USA,NON-ALC,*
453,FOOD MAXX,7199010071,,COORS 1/24C,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199000047,,COORS 12/12C,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199010020,,COORS 18/12C,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199017026,,COORS 3/24C,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199010033,,COORS 30/12C,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199017028,,COORS 6/12B,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199030065,,COORS LIGHT 1/24C,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199030069,,COORS LIGHT 12/12B,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199000048,,COORS LIGHT 12/12C,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199009527,,COORS LIGHT 15/16B,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199030078,,COORS LIGHT 18/12B,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199030017,,COORS LIGHT 18/12C,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199030120,,COORS LIGHT 3/24C,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199030030,,COORS LIGHT 30/12C,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199030094,,COORS LIGHT 36/12C,MOLSON COORS BREWING,PREMIUM,*
453,FOOD MAXX,7199030005,,COORS LIGHT 6/12B,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199030104,,COORS LIGHT 9/16B,MOLSON COORS BREWING,PREMIUM,Yes
453,FOOD MAXX,7199077005,,COORS NA 6/12B,MOLSON COORS BREWING,NON-ALC,Yes
453,FOOD MAXX,8066095641,,CORONA EXTRA 1/24B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,8066095643,,CORONA EXTRA 1/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,8066095615,,CORONA EXTRA 12/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,8066095695,,CORONA EXTRA 12/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,8066095680,,CORONA EXTRA 18/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354495002,,CORONA EXTRA 18/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,8066095608,,CORONA EXTRA 24/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,8066095408,,CORONA EXTRA 24/7B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354495037,,CORONA EXTRA 3/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,8066095605,,CORONA EXTRA 6/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,8066095401,,CORONA EXTRA 6/7B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354400025,,CORONA FAMILIAR 1/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,8066095683,,CORONA FAMILIAR 1/32B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354495053,,CORONA FAMILIAR 12/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354400010,,CORONA FAMILIAR 24/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354495051,,CORONA FAMILIAR 6/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354400149,,CORONA HARD SELTZER SELTZERITA VARIETY PACK 12/12C,CONSTELLATION BRANDS,SELTZER,Yes
453,FOOD MAXX,3354400181,,CORONA LIGHT  24/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,*
453,FOOD MAXX,8066095675,,CORONA LIGHT 12/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,8066095625,,CORONA LIGHT 6/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354400184,,CORONA NON-ALCOHOLIC 6/12B,CONSTELLATION BRANDS,NON-ALC,Yes
453,FOOD MAXX,3354495047,,CORONA PREMIER 1/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354495042,,CORONA PREMIER 12/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354495044,,CORONA PREMIER 12/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354400018,,CORONA PREMIER 18/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354400097,,CORONA PREMIER 18/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354400156,,CORONA PREMIER 24/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354495041,,CORONA PREMIER 6/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,Yes
453,FOOD MAXX,3354400205,,CORONA REFRESCA HARD TROPICAL PUNCH GUAVA 1/24C,CONSTELLATION BRANDS,FMB,Yes
453,FOOD MAXX,8200079865,,CROWN ROYAL WHISKEY LEMONADE 4/355ml,DIAGEO SPIRITS COMPANY USA,RTD,Yes
453,FOOD MAXX,81675102120,,CUTWATER GRAPEFRUIT TEQUILA PALOMA 4/12C,ANHEUSER-BUSCH INBEV,RTD,*
453,FOOD MAXX,81675102199,,CUTWATER LONG ISLAND ICED TEA 4/12C,ANHEUSER-BUSCH INBEV,RTD,Yes
453,FOOD MAXX,81675102168,,CUTWATER MAI TAI 4/12C,ANHEUSER-BUSCH INBEV,RTD,Yes
453,FOOD MAXX,81675102210,,CUTWATER MANGO MARGARITA 4/12C,ANHEUSER-BUSCH INBEV,RTD,Yes
453,FOOD MAXX,81675102123,,CUTWATER MARGARITA 4/12C,ANHEUSER-BUSCH INBEV,RTD,*
453,FOOD MAXX,81675102248,,CUTWATER PINA COLADA 4/12C,ANHEUSER-BUSCH INBEV,RTD,*
453,FOOD MAXX,81675102207,,CUTWATER TEQUILA VARIETY 6/355ML CANS,ANHEUSER-BUSCH INBEV,RTD,*
453,FOOD MAXX,81675102060,,CUTWATER VODKA MULE 4/12C,ANHEUSER-BUSCH INBEV,RTD,*
453,FOOD MAXX,76317620006,,DESCHUTES BLACK BUTTE PORTER 6/12B,DESCHUTES BREWERY,CRAFT,Yes
453,FOOD MAXX,76317618007,,DESCHUTES FRESH HAZE IPA 6/12C,DESCHUTES BREWERY,CRAFT,Yes
453,FOOD MAXX,76317619012,,DESCHUTES FRESH PK VARIETY 12/12C,DESCHUTES BREWERY,CRAFT,Yes
453,FOOD MAXX,76317613019,,DESCHUTES FRESH SQUEEZED IPA 1/19.2C,DESCHUTES BREWERY,CRAFT,*
453,FOOD MAXX,76317612007,,DESCHUTES FRESH SQUEEZED IPA 6/12C,DESCHUTES BREWERY,CRAFT,Yes
453,FOOD MAXX,8982630046,,DOS EQUIS LIME AND SALT 0.0 6/12C,HEINEKEN USA INC,NON-ALC,Yes
453,FOOD MAXX,7231123012,,DOS EQUIS XX LAGER ESPECIAL 12/12B,HEINEKEN USA INC,MEXICAN IMPORT,Yes
453,FOOD MAXX,8982623055,,DOS EQUIS XX LAGER ESPECIAL VARIETY PACK 12/12C,HEINEKEN USA INC,MEXICAN IMPORT,Yes
453,FOOD MAXX,8982630040,,DOS EQUIS XX LIME & SALT LAGER ESPECIAL 1/24C,HEINEKEN USA INC,MEXICAN IMPORT,Yes
453,FOOD MAXX,85495700296,,DRAKES DENOGGINIZER DOUBLE IPA 1/19.2C,DRAKE'S BREWING COMPANY,CRAFT,Yes
453,FOOD MAXX,85661900248,,DUST BOWL DIRTY 30S PALE ALE 6/12C,DUST BOWL BREWING COMPANY,CRAFT,*
453,FOOD MAXX,85003463110,,DUST BOWL HOBO PILSNER 1/19.2C,DUST BOWL BREWING COMPANY,CRAFT,Yes
453,FOOD MAXX,85003463115,,DUST BOWL HOPS DOUBLE IPA 4/16C,DUST BOWL BREWING COMPANY,CRAFT,Yes
453,FOOD MAXX,85661900265,,DUST BOWL HOPS OF WRATH IPA 1/19.2C,DUST BOWL BREWING COMPANY,CRAFT,Yes
453,FOOD MAXX,85661900280,,DUST BOWL PEACE LOVE & HAZE HAZY IPA 1/19.2C,DUST BOWL BREWING COMPANY,CRAFT,*
453,FOOD MAXX,85661900281,,DUST BOWL PEACE LOVE & HAZE HAZY IPA 12/12C,DUST BOWL BREWING COMPANY,CRAFT,Yes
453,FOOD MAXX,85661900266,,DUST BOWL PEACE LOVE & HAZE HAZY IPA 6/12C,DUST BOWL BREWING COMPANY,CRAFT,Yes
453,FOOD MAXX,85661900263,,DUST BOWL TACO TRUCK LAGER 12/12C,DUST BOWL BREWING COMPANY,CRAFT,Yes
453,FOOD MAXX,85661900239,,DUST BOWL TACO TRUCK LAGER 6/12C,DUST BOWL BREWING COMPANY,CRAFT,*
453,FOOD MAXX,85661900294,,DUST BOWL TACO TRUCK LIME LAGER 6/12C,DUST BOWL BREWING COMPANY,CRAFT,*
453,FOOD MAXX,85003463109,,DUST BOWL THE GOLD 1 6/12C,DUST BOWL BREWING COMPANY,CRAFT,Yes
453,FOOD MAXX,85661900210,,DUST BOWL THERAPIST NO APPOINTMENT NECESSARY IMPERIAL IPA 1/22B,DUST BOWL BREWING COMPANY,CRAFT,*
453,FOOD MAXX,85003463107,,DUSTBOWL TACO TRUCK LIME 1/19.2C,DUST BOWL BREWING COMPANY,CRAFT,Yes
453,FOOD MAXX,81790400921,,ELYSIAN HAZY 96 IPA 6/12B,ANHEUSER-BUSCH INBEV,CRAFT,Yes
453,FOOD MAXX,81790400086,,ELYSIAN SPACE DUST 12/12C,ANHEUSER-BUSCH INBEV,CRAFT,Yes
453,FOOD MAXX,1820025816,,ESTRELLA JALISCO 1/24C,ANHEUSER-BUSCH INBEV,MEXICAN IMPORT,Yes
453,FOOD MAXX,1820098404,,ESTRELLA JALISCO 24/12B,ANHEUSER-BUSCH INBEV,MEXICAN IMPORT,Yes
453,FOOD MAXX,1820029092,,ESTRELLA JALISCO 24/12C,ANHEUSER-BUSCH INBEV,MEXICAN IMPORT,Yes
453,FOOD MAXX,1820025946,,ESTRELLA JALISCO MANGO MICHELADA 1/25C,ANHEUSER-BUSCH INBEV,CHELADA,Yes
453,FOOD MAXX,1820020148,,ESTRELLA JALISCO MANGO MICHELADA 8/12C,ANHEUSER-BUSCH INBEV,CHELADA,Yes
453,FOOD MAXX,1820026009,,ESTRELLA JALISCO TROPICAL CHAMOY MICHELADA 1/25C,ANHEUSER-BUSCH INBEV,CHELADA,Yes
453,FOOD MAXX,85464800506,,FALL RIVER HEXAGENIA IPA 6/10.7C,FALL RIVER BREWING COMPANY,CRAFT,*
453,FOOD MAXX,85464800526,,FALL RIVER NUMB NUMB JUICE HAZY IPA 4/16C,FALL RIVER BREWING COMPANY,CRAFT,*
453,FOOD MAXX,85001767004,,FARMERS 530 UNFILTERED WHEAT ALE 6/12C,FARMERS BREWING CO.,CRAFT,*
453,FOOD MAXX,85001767001,,FARMERS LIGHT  6/12C,FARMERS BREWING CO.,CRAFT,*
453,FOOD MAXX,85001767010,,FARMERS SUN UP 'TIL SUN DOWN SESSION IPA 6/12C,FARMERS BREWING CO.,CRAFT,*
453,FOOD MAXX,85001767007,,FARMERS VALLE MEXICAN LAGER 6/12C,FARMERS BREWING CO.,CRAFT,*
453,FOOD MAXX,85001596704,,FEATHER FALLS CALIFORNIA HAZE NEW ENGLAND STYLE DOUBLE IPA 4/16C,FEATHER FALLS BREWING,CRAFT,*
453,FOOD MAXX,85001596702,,FEATHER FALLS SNAKE EYES DOUBLE IPA 4/16C,FEATHER FALLS BREWING,CRAFT,*
453,FOOD MAXX,85001596701,,FEATHER FALLS VOLCANO MUDSLIDE SWEET STOUT 4/16C,FEATHER FALLS BREWING,CRAFT,*
453,FOOD MAXX,60275501083,,FIRESTONE 805 CERVEZA 12/12B,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275501079,,FIRESTONE 805 CERVEZA 12/12C,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275501261,,FIRESTONE CALI SQUEEZE BLOOD ORANGE HEFEWEIZEN 1/24C,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275501126,,FIRESTONE WALKER  805 1/32B,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275500628,,FIRESTONE WALKER 805 12/12B,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275500635,,FIRESTONE WALKER 805 12/12C,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275500659,,FIRESTONE WALKER 805 18/12C,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275500630,,FIRESTONE WALKER 805 24/12B,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275500626,,FIRESTONE WALKER 805 6/12B,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275501128,,FIRESTONE WALKER 805 CERVESA 1/32B,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275501070,,FIRESTONE WALKER DOUBLE HOPNOSIS IPA 1/19.2C,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275501111,,FIRESTONE WALKER MIND HAZE DOUBLE IPA 1/19.2C,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275501038,,FIRESTONE WALKER MIND HAZE IPA 1/19.2C,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275500950,,FIRESTONE WALKER MIND HAZE IPA 12/12C,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275500949,,FIRESTONE WALKER MIND HAZE IPA 6/12C,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275501138,,FIRESTONE WALKER TROPICAL HAZY MIXED PACK VARIETY PACK 12/12C,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,60275500311,,FIRESTONE WALKER VARIETY PACK 12/12C,FIRESTONE BREWING,CRAFT,Yes
453,FOOD MAXX,7089701331,,FOSTERS LAGER 1/25C,MOLSON COORS BREWING,IMPORT,Yes
453,FOOD MAXX,7089718331,,FOSTERS SPECIAL BITTER ALE 1/25C,MOLSON COORS BREWING,IMPORT,Yes
453,FOOD MAXX,64286013024,,FOUNDERS ALL DAY IPA 1/19.2C,FOUNDERS BREWING CO,CRAFT,*
453,FOOD MAXX,64286090024,,FOUNDERS ALL DAY IPA 15/12C,FOUNDERS BREWING CO,CRAFT,Yes
453,FOOD MAXX,89521600104,,FOUR LOKO FRUIT PUNCH 1/24C,PHUSION PROJECTS INC,FMB,Yes
453,FOOD MAXX,84980600095,,FOUR LOKO SOUR APPLE 1/24C,PHUSION PROJECTS INC,FMB,Yes
453,FOOD MAXX,84980600472,,FOUR LOKO USA - SOUR WHITE CHERRY  1/1/24C,PHUSION PROJECTS INC,FMB,Yes
453,FOOD MAXX,81007878065,,FRESCA MIXXED TEQUILA PALOMA 4/12C,CONSTELLATION BRANDS,RTD,Yes
453,FOOD MAXX,81007878068,,FRESCA MIXXED VODKA SPRITZ 4/12C,CONSTELLATION BRANDS,RTD,Yes
453,FOOD MAXX,81062803242,,GOLDEN ROAD CALIFORNIA CLASSICS 12/12C,ANHEUSER-BUSCH INBEV,CRAFT,Yes
453,FOOD MAXX,81062803008,,GOLDEN ROAD MANGO CART MANGO WHEAT ALE 1/25C,ANHEUSER-BUSCH INBEV,CRAFT,Yes
453,FOOD MAXX,85689500384,,GOLDEN ROAD MANGO CART MANGO WHEAT ALE 6/12C,ANHEUSER-BUSCH INBEV,CRAFT,Yes
453,FOOD MAXX,85624700504,,GOLDEN STATE GINGERGRASS HARD CIDER 4/16C,GOLDEN STATE CIDER CO,CIDER,*
453,FOOD MAXX,85624700518,,GOLDEN STATE JAMAICA CIDER 4/16C,GOLDEN STATE CIDER CO,CIDER,Yes
453,FOOD MAXX,85624700505,,GOLDEN STATE MIGHTY DRY HARD CIDER 1/19.2C,GOLDEN STATE CIDER CO,CIDER,Yes
453,FOOD MAXX,85624700500,,GOLDEN STATE MIGHTY DRY HARD CIDER 4/16C,GOLDEN STATE CIDER CO,CIDER,Yes
453,FOOD MAXX,85624700502,,GOLDEN STATE MIGHTY HOPS HARD CIDER 4/16C,GOLDEN STATE CIDER CO,CIDER,Yes
453,FOOD MAXX,85442100302,,GREAT BASIN ICHTHYOSAUR ICKY IPA 6/12B,GREAT BASIN BREWING COMPANY,CRAFT,*
453,FOOD MAXX,85442100327,,GREAT BASIN OUTLAW MILK STOUT 6/12B,GREAT BASIN BREWING COMPANY,CRAFT,*
453,FOOD MAXX,85442100314,,GREAT BASIN WILD HORSE ALE 6/12B,GREAT BASIN BREWING COMPANY,CRAFT,*
453,FOOD MAXX,8382012534,,GUINNESS DRAUGHT 0.0 NA 4/14.9C,DIAGEO BEER COMPANY USA,NON-ALC,Yes
453,FOOD MAXX,8382010403,,GUINNESS DRAUGHT 12/11B,DIAGEO BEER COMPANY USA,IMPORT,Yes
453,FOOD MAXX,8382012360,,GUINNESS DRAUGHT 4/7C,DIAGEO BEER COMPANY USA,IMPORT,Yes
453,FOOD MAXX,8382010401,,GUINNESS DRAUGHT 6/11B,DIAGEO BEER COMPANY USA,IMPORT,Yes
453,FOOD MAXX,8382012368,,GUINNESS DRAUGHT 8/15C,DIAGEO BEER COMPANY USA,IMPORT,Yes
453,FOOD MAXX,8382012393,,GUINNESS EXTRA STOUT 6/12B,DIAGEO BEER COMPANY USA,IMPORT,Yes
453,FOOD MAXX,8417396808,,HAPPY DAD HARD SELTZER VARIETY PACK 12/12C,HAPPY DAD LLC,SELTZER,Yes
453,FOOD MAXX,7289000654,,HEINEKEN 0.0 12/11C,HEINEKEN USA INC,NON-ALC,Yes
453,FOOD MAXX,7289000621,,HEINEKEN 0.0 6/11B,HEINEKEN USA INC,NON-ALC,Yes
453,FOOD MAXX,7289000119,,HEINEKEN 1/24C,HEINEKEN USA INC,IMPORT,Yes
453,FOOD MAXX,7289000016,,HEINEKEN 12/12B,HEINEKEN USA INC,IMPORT,Yes
453,FOOD MAXX,7289000020,,HEINEKEN 12/12C,HEINEKEN USA INC,IMPORT,Yes
453,FOOD MAXX,7289000031,,HEINEKEN 24/12B,HEINEKEN USA INC,IMPORT,Yes
453,FOOD MAXX,7289000011,,HEINEKEN 6/12B,HEINEKEN USA INC,IMPORT,Yes
453,FOOD MAXX,7289000669,,HEINEKEN SILVER 1/24C,HEINEKEN USA INC,IMPORT,Yes
453,FOOD MAXX,7289000667,,HEINEKEN SILVER CAN 12/12C,HEINEKEN USA INC,IMPORT,Yes
453,FOOD MAXX,85002170703,,HERETIC LEMON DROP 4/12C,HERETIC BREWING COMPANY,RTD,*
453,FOOD MAXX,8500002986,,HIGH NOON 12 PACK 12/12C,E & J GALLO WINERY,RTD,Yes
453,FOOD MAXX,8500042627,,HIGH NOON HARD SELTZER GRAPEFRUIT 4/12C,E & J GALLO WINERY,RTD,*
453,FOOD MAXX,8500043232,,HIGH NOON HARD SELTZER MANGO 4/12C,E & J GALLO WINERY,RTD,*
453,FOOD MAXX,8500043256,,HIGH NOON HARD SELTZER PASSIONFRUIT 4/12C,E & J GALLO WINERY,RTD,*
453,FOOD MAXX,8500042926,,HIGH NOON HARD SELTZER PINEAPPLE 4/12C,E & J GALLO WINERY,RTD,*
453,FOOD MAXX,8500003255,,HIGH NOON HARD SELTZER TROPICAL VARIETY PACK 8/12C,E & J GALLO WINERY,RTD,*
453,FOOD MAXX,8500003151,,HIGH NOON HARD SELTZER VARIETY PACK 8/12C,E & J GALLO WINERY,RTD,Yes
453,FOOD MAXX,8500043426,,HIGH NOON LEMON 4/12C,E & J GALLO WINERY,RTD,Yes
453,FOOD MAXX,8500043137,,HIGH NOON PEACH 4/12C,E & J GALLO WINERY,RTD,Yes
453,FOOD MAXX,8500003609,,HIGH NOON TEQUILA VARIETY 8PK 8/12C,E & J GALLO WINERY,RTD,Yes
453,FOOD MAXX,8500003429,,HIGH NOON VARIETY POOL PACK LTO 8PK,E & J GALLO WINERY,RTD,Yes
453,FOOD MAXX,85001588552,,HOP VALLEY STASH BANDICOOT 1/19.2C,MOLSON COORS BREWING,CRAFT,Yes
453,FOOD MAXX,85001588542,,HOP VALLEY STASH HOUSE PINEAPPLE 1/19.2C,MOLSON COORS BREWING,CRAFT,Yes
453,FOOD MAXX,8068684602,,HORNITOS TEQUILA SELTZER LIME 4/12C,SAUZA TEQUILA IMPORT COMPANY,RTD,*
453,FOOD MAXX,1820025012,,HURRICANE HIGH GRAVITY 1/25C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
453,FOOD MAXX,1820022985,,HURRICANE HIGH GRAVITY 3/25C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
453,FOOD MAXX,8218420688,,JACK DANIELS & COKE ZERO 4/12C,JACK DANIELS DISTILLERY,RTD,Yes
453,FOOD MAXX,8218420687,,JACK DANIELS 4PK COLA,JACK DANIELS DISTILLERY,RTD,Yes
453,FOOD MAXX,8218420560,,JACK DANIELS APPLE FIZZ WHISKEY 4PK 355ML,JACK DANIELS DISTILLERY,RTD,Yes
453,FOOD MAXX,84024560016,,JACK DANIEL'S CC VARIETY PACK 12/12C,PABST BREWING CO,FMB,*
453,FOOD MAXX,8218420308,,JACK DANIELS SOUTHERN PEACH 1/10B,PABST BREWING CO,FMB,Yes
453,FOOD MAXX,8218420476,,JACK DANIEL'S TENNESSEE QUALITY WHISKEY & COLA 4/12C,JACK DANIELS DISTILLERY,RTD,Yes
453,FOOD MAXX,8043200006,,JAMESON & COLA 4/12C,PERNOD RICARD,RTD,Yes
453,FOOD MAXX,8043200008,,JAMESON & LEMONADE 4/12C,PERNOD RICARD,RTD,Yes
453,FOOD MAXX,8218422603,,JCK DNL CNTRY CKTL WATERMELON SPIKE 6/10B,PABST BREWING CO,FMB,Yes
453,FOOD MAXX,81153801173,,JOSE CUERVO CLASSIC LIME MARGARITA TEQUILA 4/200ML,PROXIMO SPIRITS INC,RTD,*
453,FOOD MAXX,81153801174,,JOSE CUERVO STRAWBERRY LIME MARGARITA 4/200ML,PROXIMO SPIRITS INC,RTD,Yes
453,FOOD MAXX,81002820039,,KARBACH RANCH WATER HARD SELTZER VARIETY PACK 12/12C,ANHEUSER-BUSCH INBEV,SELTZER,Yes
453,FOOD MAXX,8807618507,,KETEL ONE BOTANICAL VODKA SPRITZ CUCUMBER & MINT 4/12C,DIAGEO SPIRITS COMPANY USA,RTD,*
453,FOOD MAXX,8807618505,,KETEL ONE BOTANICAL VODKA SPRITZ GRAPEFRUIT & ROSE 4/12C,DIAGEO SPIRITS COMPANY USA,RTD,*
453,FOOD MAXX,8807618509,,KETEL ONE BOTANICAL VODKA SPRITZ PEACH & ORANGE BLOSSOM 4/12C,DIAGEO SPIRITS COMPANY USA,RTD,*
453,FOOD MAXX,7199048045,,KEYSTONE LIGHT 15/12C,MOLSON COORS BREWING,ECONOMY,Yes
453,FOOD MAXX,7199048019,,KEYSTONE LIGHT 30/12C,MOLSON COORS BREWING,ECONOMY,Yes
453,FOOD MAXX,1820025011,,KING COBRA 1/25C,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
453,FOOD MAXX,1820000131,,KING COBRA 1/40B,ANHEUSER-BUSCH INBEV,ECONOMY,Yes
